Date,State,Region,Category,Sales,Profit,Orders
2023-09-26,North Carolina,South,Strawberries,368310.95,113795.44,12
2023-09-26,North Carolina,South,Blueberries,100001.04,12826.02,13
2023-09-26,North Carolina,South,Raspberries,77596.51,27029.86,9
2023-09-26,North Carolina,South,Blackberries,15775.25,4322.97,8
2023-09-26,Texas,South,Strawberries,61727.29,12124.69,2
2023-09-26,Texas,South,Blueberries,159865.7,28503.75,13
2023-09-26,Texas,South,Raspberries,119613.26,19193.55,9
2023-09-26,Texas,South,Blackberries,59025.17,17121.67,11
2023-09-26,New York,Northeast,Strawberries,295769.57,68147.93,18
2023-09-26,New York,Northeast,Blueberries,32481.08,12519.91,0
2023-09-26,New York,Northeast,Raspberries,95875.42,14957.31,7
2023-09-26,New York,Northeast,Blackberries,13892.38,4843.82,8
2023-09-26,Illinois,Midwest,Strawberries,567640.71,133827.04,9
2023-09-26,Illinois,Midwest,Blueberries,93377.6,15510.75,14
2023-09-26,Illinois,Midwest,Raspberries,480735.64,118541.99,14
2023-09-26,Illinois,Midwest,Blackberries,12701.29,4803.53,7
2023-09-26,Arizona,West,Strawberries,67178.06,22229.38,15
2023-09-26,Arizona,West,Blueberries,195632.28,58190.39,9
2023-09-26,Arizona,West,Raspberries,87276.24,20365.17,13
2023-09-26,Arizona,West,Blackberries,141556.4,36550.76,4
2023-09-26,Pennsylvania,Northeast,Strawberries,78130.89,26373.0,9
2023-09-26,Pennsylvania,Northeast,Blueberries,180412.98,46909.0,15
2023-09-26,Pennsylvania,Northeast,Raspberries,161330.53,60965.58,4
2023-09-26,Pennsylvania,Northeast,Blackberries,97846.1,14827.86,2
2023-09-26,Ohio,Midwest,Strawberries,309296.2,51613.96,6
2023-09-26,Ohio,Midwest,Blueberries,84617.08,20113.6,3
2023-09-26,Ohio,Midwest,Raspberries,54022.93,10081.0,4
2023-09-26,Ohio,Midwest,Blackberries,26044.06,7323.78,10
2023-09-26,Colorado,West,Strawberries,186351.31,31062.07,3
2023-09-26,Colorado,West,Blueberries,138167.08,21273.38,5
2023-09-26,Colorado,West,Raspberries,162349.13,19140.93,6
2023-09-26,Colorado,West,Blackberries,30550.62,12058.17,13
2023-09-26,Wisconsin,Midwest,Strawberries,93036.12,14244.63,11
2023-09-26,Wisconsin,Midwest,Blueberries,154027.79,27757.67,7
2023-09-26,Wisconsin,Midwest,Raspberries,162082.09,22716.85,9
2023-09-26,Wisconsin,Midwest,Blackberries,45597.76,13170.05,5
2023-09-27,California,West,Strawberries,118623.48,35274.93,8
2023-09-27,California,West,Blueberries,36236.71,12862.73,6
2023-09-27,California,West,Raspberries,114324.74,32269.95,11
2023-09-27,California,West,Blackberries,53480.51,12053.95,9
2023-09-27,Florida,South,Strawberries,74196.53,19313.74,7
2023-09-27,Florida,South,Blueberries,201758.18,31729.14,4
2023-09-27,Florida,South,Raspberries,271244.88,42713.74,13
2023-09-27,Florida,South,Blackberries,64724.26,11482.3,14
2023-09-27,Oregon,West,Strawberries,78821.95,28834.02,3
2023-09-27,Oregon,West,Blueberries,31280.56,10689.21,13
2023-09-27,Oregon,West,Raspberries,422387.46,124725.63,7
2023-09-27,Oregon,West,Blackberries,11952.2,2445.73,3
2023-09-27,Washington,West,Strawberries,296972.07,95910.93,7
2023-09-27,Washington,West,Blueberries,123918.17,25291.26,10
2023-09-27,Washington,West,Raspberries,131705.08,26629.37,11
2023-09-27,Washington,West,Blackberries,34188.47,13012.58,6
2023-09-27,Georgia,South,Strawberries,74362.47,14018.44,21
2023-09-27,Georgia,South,Blueberries,95757.45,10834.63,7
2023-09-27,Georgia,South,Raspberries,77530.48,30351.65,5
2023-09-27,Georgia,South,Blackberries,49915.47,19113.18,4
2023-09-27,Michigan,Midwest,Strawberries,56645.78,12168.29,9
2023-09-27,Michigan,Midwest,Blueberries,91987.91,36325.8,8
2023-09-27,Michigan,Midwest,Raspberries,262018.95,76573.67,5
2023-09-27,Michigan,Midwest,Blackberries,66247.18,14848.82,3
2023-09-27,New Jersey,Northeast,Strawberries,128028.71,35116.01,8
2023-09-27,New Jersey,Northeast,Blueberries,128209.98,45487.59,2
2023-09-27,New Jersey,Northeast,Raspberries,185308.14,52278.28,8
2023-09-27,New Jersey,Northeast,Blackberries,28498.49,3800.84,3
2023-09-27,North Carolina,South,Strawberries,70417.83,8660.79,5
2023-09-27,North Carolina,South,Blueberries,113648.04,30024.81,13
2023-09-27,North Carolina,South,Raspberries,102103.71,23078.65,9
2023-09-27,North Carolina,South,Blackberries,160205.93,45836.72,6
2023-09-27,Texas,South,Strawberries,211070.16,68573.11,2
2023-09-27,Texas,South,Blueberries,122481.74,35370.73,11
2023-09-27,Texas,South,Raspberries,473596.92,156225.48,8
2023-09-27,Texas,South,Blackberries,42638.37,7673.02,8
2023-09-27,New York,Northeast,Strawberries,76188.71,18339.66,7
2023-09-27,New York,Northeast,Blueberries,73445.46,16752.27,6
2023-09-27,New York,Northeast,Raspberries,93274.95,28974.65,7
2023-09-27,New York,Northeast,Blackberries,38593.63,4231.79,14
2023-09-27,Illinois,Midwest,Strawberries,181657.84,69083.25,3
2023-09-27,Illinois,Midwest,Blueberries,101926.3,21637.55,3
2023-09-27,Illinois,Midwest,Raspberries,56148.1,12370.08,13
2023-09-27,Illinois,Midwest,Blackberries,102912.41,36023.14,0
2023-09-27,Arizona,West,Strawberries,157044.93,52321.62,4
2023-09-27,Arizona,West,Blueberries,33911.11,8544.01,2
2023-09-27,Arizona,West,Raspberries,74092.4,12501.18,10
2023-09-27,Arizona,West,Blackberries,49485.5,10036.27,10
2023-09-27,Pennsylvania,Northeast,Strawberries,96428.82,38184.28,10
2023-09-27,Pennsylvania,Northeast,Blueberries,100744.63,24647.32,13
2023-09-27,Pennsylvania,Northeast,Raspberries,135980.65,25036.83,5
2023-09-27,Pennsylvania,Northeast,Blackberries,31154.93,12420.18,11
2023-09-27,Ohio,Midwest,Strawberries,60526.52,19777.16,15
2023-09-27,Ohio,Midwest,Blueberries,64549.29,9457.29,5
2023-09-27,Ohio,Midwest,Raspberries,68499.16,11831.86,1
2023-09-27,Ohio,Midwest,Blackberries,41134.22,10526.82,6
2023-09-27,Colorado,West,Strawberries,37741.55,9548.0,7
2023-09-27,Colorado,West,Blueberries,54375.42,13790.76,12
2023-09-27,Colorado,West,Raspberries,49241.66,13299.74,9
2023-09-27,Colorado,West,Blackberries,35374.39,11586.97,12
2023-09-27,Wisconsin,Midwest,Strawberries,241267.14,39288.65,3
2023-09-27,Wisconsin,Midwest,Blueberries,154654.26,58187.69,4
2023-09-27,Wisconsin,Midwest,Raspberries,75812.72,23690.01,5
2023-09-27,Wisconsin,Midwest,Blackberries,63079.52,21171.99,11
2023-09-28,California,West,Strawberries,45549.55,15724.87,10
2023-09-28,California,West,Blueberries,95573.1,33710.92,2
2023-09-28,California,West,Raspberries,148817.73,57778.8,6
2023-09-28,California,West,Blackberries,75131.03,23270.87,11
2023-09-28,Florida,South,Strawberries,42016.27,14355.48,11
2023-09-28,Florida,South,Blueberries,189376.09,51106.33,11
2023-09-28,Florida,South,Raspberries,64117.26,23660.47,1
2023-09-28,Florida,South,Blackberries,58166.3,6431.24,12
2023-09-28,Oregon,West,Strawberries,320999.63,82267.27,9
2023-09-28,Oregon,West,Blueberries,198228.77,74550.81,9
2023-09-28,Oregon,West,Raspberries,104122.14,17165.86,13
2023-09-28,Oregon,West,Blackberries,87540.98,28668.28,5
2023-09-28,Washington,West,Strawberries,120505.21,48158.07,8
2023-09-28,Washington,West,Blueberries,113196.71,34739.17,10
2023-09-28,Washington,West,Raspberries,294506.29,102860.08,18
2023-09-28,Washington,West,Blackberries,17728.6,4785.71,4
2023-09-28,Georgia,South,Strawberries,102103.09,21900.21,7
2023-09-28,Georgia,South,Blueberries,60870.59,8081.27,7
2023-09-28,Georgia,South,Raspberries,26590.0,4722.01,5
2023-09-28,Georgia,South,Blackberries,31350.99,4439.7,15
2023-09-28,Michigan,Midwest,Strawberries,78036.9,19410.13,5
2023-09-28,Michigan,Midwest,Blueberries,230590.73,76661.71,7
2023-09-28,Michigan,Midwest,Raspberries,276907.74,92002.61,5
2023-09-28,Michigan,Midwest,Blackberries,25384.62,4902.45,14
2023-09-28,New Jersey,Northeast,Strawberries,79447.31,14598.46,5
2023-09-28,New Jersey,Northeast,Blueberries,60383.74,16739.28,15
2023-09-28,New Jersey,Northeast,Raspberries,254472.01,79901.91,16
2023-09-28,New Jersey,Northeast,Blackberries,118912.37,46100.59,10
2023-09-28,North Carolina,South,Strawberries,149150.74,48482.24,7
2023-09-28,North Carolina,South,Blueberries,50904.56,10898.35,11
2023-09-28,North Carolina,South,Raspberries,80043.31,29202.07,13
2023-09-28,North Carolina,South,Blackberries,63012.81,17497.34,8
2023-09-28,Texas,South,Strawberries,216064.77,33425.84,0
2023-09-28,Texas,South,Blueberries,103730.81,16857.24,6
2023-09-28,Texas,South,Raspberries,263368.87,71198.4,8
2023-09-28,Texas,South,Blackberries,38488.07,4174.89,16
2023-09-28,New York,Northeast,Strawberries,120159.82,47004.22,5
2023-09-28,New York,Northeast,Blueberries,114805.65,21061.96,8
2023-09-28,New York,Northeast,Raspberries,132369.57,24013.04,10
2023-09-28,New York,Northeast,Blackberries,27444.18,6371.24,2
2023-09-28,Illinois,Midwest,Strawberries,170416.5,63504.7,9
2023-09-28,Illinois,Midwest,Blueberries,159816.51,26575.9,9
2023-09-28,Illinois,Midwest,Raspberries,120455.88,28999.07,6
2023-09-28,Illinois,Midwest,Blackberries,24144.89,4404.16,3
2023-09-28,Arizona,West,Strawberries,161724.33,47867.03,16
2023-09-28,Arizona,West,Blueberries,82067.07,16090.43,9
2023-09-28,Arizona,West,Raspberries,48546.97,6420.36,8
2023-09-28,Arizona,West,Blackberries,36760.34,12502.11,7
2023-09-28,Pennsylvania,Northeast,Strawberries,251779.51,45525.45,12
2023-09-28,Pennsylvania,Northeast,Blueberries,244510.1,97335.89,4
2023-09-28,Pennsylvania,Northeast,Raspberries,69087.9,12646.28,10
2023-09-28,Pennsylvania,Northeast,Blackberries,28026.68,8426.68,3
2023-09-28,Ohio,Midwest,Strawberries,176881.67,60540.9,11
2023-09-28,Ohio,Midwest,Blueberries,215618.18,41681.88,10
2023-09-28,Ohio,Midwest,Raspberries,65578.27,10604.4,7
2023-09-28,Ohio,Midwest,Blackberries,64413.01,12548.15,12
2023-09-28,Colorado,West,Strawberries,142765.85,16046.46,8
2023-09-28,Colorado,West,Blueberries,239940.34,41849.96,1
2023-09-28,Colorado,West,Raspberries,62093.56,16759.2,7
2023-09-28,Colorado,West,Blackberries,153356.33,36845.12,1
2023-09-28,Wisconsin,Midwest,Strawberries,92507.51,25082.9,8
2023-09-28,Wisconsin,Midwest,Blueberries,38848.1,14181.26,13
2023-09-28,Wisconsin,Midwest,Raspberries,104747.45,38666.84,14
2023-09-28,Wisconsin,Midwest,Blackberries,23864.27,8263.31,8
2023-09-29,California,West,Strawberries,46019.37,17742.12,4
2023-09-29,California,West,Blueberries,183869.97,49027.9,4
2023-09-29,California,West,Raspberries,118413.88,46962.92,10
2023-09-29,California,West,Blackberries,20072.71,2205.6,6
2023-09-29,Florida,South,Strawberries,123604.67,24158.8,2
2023-09-29,Florida,South,Blueberries,58856.97,20313.3,11
2023-09-29,Florida,South,Raspberries,32306.68,4500.67,21
2023-09-29,Florida,South,Blackberries,175106.83,68238.72,9
2023-09-29,Oregon,West,Strawberries,68470.15,16281.26,3
2023-09-29,Oregon,West,Blueberries,62219.8,13271.55,9
2023-09-29,Oregon,West,Raspberries,161507.07,59494.54,5
2023-09-29,Oregon,West,Blackberries,165174.66,56735.1,21
2023-09-29,Washington,West,Strawberries,390037.9,106163.39,3
2023-09-29,Washington,West,Blueberries,128318.05,21322.85,1
2023-09-29,Washington,West,Raspberries,166823.33,60798.17,22
2023-09-29,Washington,West,Blackberries,76945.88,19689.05,4
2023-09-29,Georgia,South,Strawberries,133081.16,47671.79,9
2023-09-29,Georgia,South,Blueberries,122385.96,35431.47,6
2023-09-29,Georgia,South,Raspberries,276396.68,78886.22,10
2023-09-29,Georgia,South,Blackberries,255580.52,50457.59,12
2023-09-29,Michigan,Midwest,Strawberries,100090.17,29158.6,8
2023-09-29,Michigan,Midwest,Blueberries,391312.92,57386.3,4
2023-09-29,Michigan,Midwest,Raspberries,70944.0,16256.9,18
2023-09-29,Michigan,Midwest,Blackberries,36813.09,4788.81,1
2023-09-29,New Jersey,Northeast,Strawberries,352588.67,54203.88,5
2023-09-29,New Jersey,Northeast,Blueberries,155417.32,26740.04,2
2023-09-29,New Jersey,Northeast,Raspberries,309817.58,42437.15,7
2023-09-29,New Jersey,Northeast,Blackberries,38858.39,13555.19,8
2023-09-29,North Carolina,South,Strawberries,376848.46,141215.44,15
2023-09-29,North Carolina,South,Blueberries,69798.22,8147.2,0
2023-09-29,North Carolina,South,Raspberries,1008869.07,345238.19,3
2023-09-29,North Carolina,South,Blackberries,34482.65,13477.08,3
2023-09-29,Texas,South,Strawberries,117342.02,17573.38,10
2023-09-29,Texas,South,Blueberries,118767.59,46421.46,7
2023-09-29,Texas,South,Raspberries,80840.94,22126.36,11
2023-09-29,Texas,South,Blackberries,56049.31,5993.49,4
2023-09-29,New York,Northeast,Strawberries,103667.63,18427.4,6
2023-09-29,New York,Northeast,Blueberries,89711.71,14919.43,7
2023-09-29,New York,Northeast,Raspberries,125409.74,47096.6,13
2023-09-29,New York,Northeast,Blackberries,276811.35,56858.64,6
2023-09-29,Illinois,Midwest,Strawberries,170182.64,34930.48,4
2023-09-29,Illinois,Midwest,Blueberries,73064.3,26738.93,7
2023-09-29,Illinois,Midwest,Raspberries,149057.14,18800.76,11
2023-09-29,Illinois,Midwest,Blackberries,28140.38,6640.55,10
2023-09-29,Arizona,West,Strawberries,126622.87,23172.16,16
2023-09-29,Arizona,West,Blueberries,143409.48,23296.72,11
2023-09-29,Arizona,West,Raspberries,205271.62,76682.16,7
2023-09-29,Arizona,West,Blackberries,30809.2,3950.35,3
2023-09-29,Pennsylvania,Northeast,Strawberries,148951.54,44142.27,3
2023-09-29,Pennsylvania,Northeast,Blueberries,50310.22,5040.63,8
2023-09-29,Pennsylvania,Northeast,Raspberries,38588.36,8925.58,11
2023-09-29,Pennsylvania,Northeast,Blackberries,10129.45,4036.82,5
2023-09-29,Ohio,Midwest,Strawberries,205975.55,29760.48,12
2023-09-29,Ohio,Midwest,Blueberries,157813.95,36801.35,11
2023-09-29,Ohio,Midwest,Raspberries,142528.77,18808.31,13
2023-09-29,Ohio,Midwest,Blackberries,26801.54,9467.35,1
2023-09-29,Colorado,West,Strawberries,195283.38,44087.44,17
2023-09-29,Colorado,West,Blueberries,222496.82,46588.45,9
2023-09-29,Colorado,West,Raspberries,66992.36,11769.45,7
2023-09-29,Colorado,West,Blackberries,112511.57,42488.2,3
2023-09-29,Wisconsin,Midwest,Strawberries,270446.13,37817.01,7
2023-09-29,Wisconsin,Midwest,Blueberries,268699.31,88703.81,10
2023-09-29,Wisconsin,Midwest,Raspberries,106210.04,12200.05,1
2023-09-29,Wisconsin,Midwest,Blackberries,126485.19,39055.24,15
2023-09-30,California,West,Strawberries,79030.97,25232.88,5
2023-09-30,California,West,Blueberries,167892.68,41504.87,5
2023-09-30,California,West,Raspberries,95212.37,13951.9,21
2023-09-30,California,West,Blackberries,70503.2,18372.85,19
2023-09-30,Florida,South,Strawberries,145429.97,52215.43,6
2023-09-30,Florida,South,Blueberries,61845.14,7444.3,9
2023-09-30,Florida,South,Raspberries,28815.8,11475.65,10
2023-09-30,Florida,South,Blackberries,67644.99,23914.78,9
2023-09-30,Oregon,West,Strawberries,57683.71,5993.71,9
2023-09-30,Oregon,West,Blueberries,118115.61,18237.49,8
2023-09-30,Oregon,West,Raspberries,129157.53,43712.08,3
2023-09-30,Oregon,West,Blackberries,72266.4,23212.56,20
2023-09-30,Washington,West,Strawberries,91769.65,21895.16,14
2023-09-30,Washington,West,Blueberries,32385.58,3669.51,15
2023-09-30,Washington,West,Raspberries,187054.37,26034.63,3
2023-09-30,Washington,West,Blackberries,31261.73,10262.8,11
2023-09-30,Georgia,South,Strawberries,68056.52,14090.78,6
2023-09-30,Georgia,South,Blueberries,188732.84,28409.36,11
2023-09-30,Georgia,South,Raspberries,113398.73,36788.69,6
2023-09-30,Georgia,South,Blackberries,52703.07,13688.81,14
2023-09-30,Michigan,Midwest,Strawberries,138717.89,30721.66,8
2023-09-30,Michigan,Midwest,Blueberries,213291.08,70243.59,3
2023-09-30,Michigan,Midwest,Raspberries,243552.95,74329.15,1
2023-09-30,Michigan,Midwest,Blackberries,36615.61,5500.16,9
2023-09-30,New Jersey,Northeast,Strawberries,96492.62,32522.06,12
2023-09-30,New Jersey,Northeast,Blueberries,74525.5,18138.43,8
2023-09-30,New Jersey,Northeast,Raspberries,205698.3,42306.02,4
2023-09-30,New Jersey,Northeast,Blackberries,61216.52,10079.34,8
2023-09-30,North Carolina,South,Strawberries,215489.5,34500.17,12
2023-09-30,North Carolina,South,Blueberries,530947.49,146269.83,10
2023-09-30,North Carolina,South,Raspberries,41914.97,6376.84,16
2023-09-30,North Carolina,South,Blackberries,130276.96,46545.8,12
2023-09-30,Texas,South,Strawberries,558785.19,66482.62,3
2023-09-30,Texas,South,Blueberries,34154.99,4988.85,13
2023-09-30,Texas,South,Raspberries,54776.5,7841.91,6
2023-09-30,Texas,South,Blackberries,107006.14,40696.18,5
2023-09-30,New York,Northeast,Strawberries,67820.91,12853.05,13
2023-09-30,New York,Northeast,Blueberries,151509.18,17756.03,13
2023-09-30,New York,Northeast,Raspberries,145659.73,21709.47,2
2023-09-30,New York,Northeast,Blackberries,65471.03,17421.2,5
2023-09-30,Illinois,Midwest,Strawberries,88759.59,12022.17,10
2023-09-30,Illinois,Midwest,Blueberries,51314.91,17557.81,0
2023-09-30,Illinois,Midwest,Raspberries,211784.26,36485.53,18
2023-09-30,Illinois,Midwest,Blackberries,80421.64,25832.88,4
2023-09-30,Arizona,West,Strawberries,174627.47,52207.33,5
2023-09-30,Arizona,West,Blueberries,73910.12,16558.65,7
2023-09-30,Arizona,West,Raspberries,259558.22,84475.32,10
2023-09-30,Arizona,West,Blackberries,35710.49,8995.44,3
2023-09-30,Pennsylvania,Northeast,Strawberries,541387.94,187818.43,11
2023-09-30,Pennsylvania,Northeast,Blueberries,90645.44,15242.11,18
2023-09-30,Pennsylvania,Northeast,Raspberries,122462.68,36432.62,10
2023-09-30,Pennsylvania,Northeast,Blackberries,63251.81,13940.22,3
2023-09-30,Ohio,Midwest,Strawberries,191558.01,28065.49,12
2023-09-30,Ohio,Midwest,Blueberries,64878.47,19665.47,5
2023-09-30,Ohio,Midwest,Raspberries,132616.43,26965.53,11
2023-09-30,Ohio,Midwest,Blackberries,36593.48,4309.15,6
2023-09-30,Colorado,West,Strawberries,236273.42,49457.72,2
2023-09-30,Colorado,West,Blueberries,29994.39,11179.13,9
2023-09-30,Colorado,West,Raspberries,74817.34,12334.33,13
2023-09-30,Colorado,West,Blackberries,58665.67,18035.52,15
2023-09-30,Wisconsin,Midwest,Strawberries,167133.37,37482.57,8
2023-09-30,Wisconsin,Midwest,Blueberries,338794.92,49995.81,6
2023-09-30,Wisconsin,Midwest,Raspberries,135858.58,24505.85,4
2023-09-30,Wisconsin,Midwest,Blackberries,79250.27,20034.77,12
2023-10-01,California,West,Strawberries,148424.01,19574.82,14
2023-10-01,California,West,Blueberries,280735.43,96210.08,16
2023-10-01,California,West,Raspberries,324406.07,129292.71,10
2023-10-01,California,West,Blackberries,28435.0,7843.58,7
2023-10-01,Florida,South,Strawberries,139270.45,48436.2,6
2023-10-01,Florida,South,Blueberries,164490.27,65387.78,3
2023-10-01,Florida,South,Raspberries,380837.3,146226.23,8
2023-10-01,Florida,South,Blackberries,38485.42,7836.45,18
2023-10-01,Oregon,West,Strawberries,175707.35,48082.78,5
2023-10-01,Oregon,West,Blueberries,45927.41,17204.12,2
2023-10-01,Oregon,West,Raspberries,257656.87,89634.98,4
2023-10-01,Oregon,West,Blackberries,77711.99,19113.17,3
2023-10-01,Washington,West,Strawberries,120968.83,28526.07,19
2023-10-01,Washington,West,Blueberries,70327.1,10915.34,2
2023-10-01,Washington,West,Raspberries,117781.79,45815.7,4
2023-10-01,Washington,West,Blackberries,64224.27,10238.18,14
2023-10-01,Georgia,South,Strawberries,309998.35,58995.04,11
2023-10-01,Georgia,South,Blueberries,201844.52,52696.94,4
2023-10-01,Georgia,South,Raspberries,358756.32,38184.53,12
2023-10-01,Georgia,South,Blackberries,25325.57,6015.45,1
2023-10-01,Michigan,Midwest,Strawberries,187596.88,69608.1,10
2023-10-01,Michigan,Midwest,Blueberries,332979.11,98556.96,13
2023-10-01,Michigan,Midwest,Raspberries,16750.37,6344.65,10
2023-10-01,Michigan,Midwest,Blackberries,90397.67,11157.92,5
2023-10-01,New Jersey,Northeast,Strawberries,187733.35,67888.79,11
2023-10-01,New Jersey,Northeast,Blueberries,113616.57,34440.31,7
2023-10-01,New Jersey,Northeast,Raspberries,700858.57,260908.23,10
2023-10-01,New Jersey,Northeast,Blackberries,64019.51,7269.52,8
2023-10-01,North Carolina,South,Strawberries,81391.67,26890.0,9
2023-10-01,North Carolina,South,Blueberries,220682.37,73275.4,10
2023-10-01,North Carolina,South,Raspberries,52307.45,9425.08,5
2023-10-01,North Carolina,South,Blackberries,89585.26,35320.63,5
2023-10-01,Texas,South,Strawberries,157772.58,53923.59,21
2023-10-01,Texas,South,Blueberries,102026.11,18984.3,3
2023-10-01,Texas,South,Raspberries,119402.17,16644.23,3
2023-10-01,Texas,South,Blackberries,29605.21,6207.81,4
2023-10-01,New York,Northeast,Strawberries,201888.29,43093.79,8
2023-10-01,New York,Northeast,Blueberries,38303.44,13489.64,10
2023-10-01,New York,Northeast,Raspberries,65536.81,12915.75,16
2023-10-01,New York,Northeast,Blackberries,84815.86,14775.35,3
2023-10-01,Illinois,Midwest,Strawberries,20454.64,6682.73,8
2023-10-01,Illinois,Midwest,Blueberries,58089.98,13574.6,2
2023-10-01,Illinois,Midwest,Raspberries,39728.02,9619.86,16
2023-10-01,Illinois,Midwest,Blackberries,138791.3,28315.28,20
2023-10-01,Arizona,West,Strawberries,44559.97,11078.69,11
2023-10-01,Arizona,West,Blueberries,253211.19,65246.42,8
2023-10-01,Arizona,West,Raspberries,85864.73,32389.2,10
2023-10-01,Arizona,West,Blackberries,214101.79,50382.0,10
2023-10-01,Pennsylvania,Northeast,Strawberries,31375.54,11308.52,11
2023-10-01,Pennsylvania,Northeast,Blueberries,129288.89,18986.43,11
2023-10-01,Pennsylvania,Northeast,Raspberries,43881.74,7123.89,6
2023-10-01,Pennsylvania,Northeast,Blackberries,18149.59,2114.09,8
2023-10-01,Ohio,Midwest,Strawberries,84357.95,29183.02,11
2023-10-01,Ohio,Midwest,Blueberries,174998.01,53191.21,12
2023-10-01,Ohio,Midwest,Raspberries,103215.33,30348.1,14
2023-10-01,Ohio,Midwest,Blackberries,38001.96,5638.8,12
2023-10-01,Colorado,West,Strawberries,334869.12,94000.1,11
2023-10-01,Colorado,West,Blueberries,68703.01,10759.68,5
2023-10-01,Colorado,West,Raspberries,149142.27,52358.09,15
2023-10-01,Colorado,West,Blackberries,17846.23,6591.04,7
2023-10-01,Wisconsin,Midwest,Strawberries,87220.78,30260.69,2
2023-10-01,Wisconsin,Midwest,Blueberries,43689.93,11642.15,3
2023-10-01,Wisconsin,Midwest,Raspberries,76890.93,28234.65,8
2023-10-01,Wisconsin,Midwest,Blackberries,103505.15,24117.09,6
2023-10-02,California,West,Strawberries,135405.93,17620.93,12
2023-10-02,California,West,Blueberries,143442.64,52271.7,9
2023-10-02,California,West,Raspberries,24985.84,6912.24,9
2023-10-02,California,West,Blackberries,33083.66,9892.73,6
2023-10-02,Florida,South,Strawberries,128344.13,49949.07,15
2023-10-02,Florida,South,Blueberries,16144.71,3247.78,7
2023-10-02,Florida,South,Raspberries,72951.23,22697.5,7
2023-10-02,Florida,South,Blackberries,32517.09,7883.95,6
2023-10-02,Oregon,West,Strawberries,143965.4,48821.99,11
2023-10-02,Oregon,West,Blueberries,35447.4,10515.49,2
2023-10-02,Oregon,West,Raspberries,66521.29,14266.66,15
2023-10-02,Oregon,West,Blackberries,21311.8,5429.69,3
2023-10-02,Washington,West,Strawberries,72306.77,12377.81,8
2023-10-02,Washington,West,Blueberries,112871.91,34849.98,7
2023-10-02,Washington,West,Raspberries,124312.13,29379.86,12
2023-10-02,Washington,West,Blackberries,34764.93,9575.83,7
2023-10-02,Georgia,South,Strawberries,325890.38,122409.73,10
2023-10-02,Georgia,South,Blueberries,241480.01,69209.63,9
2023-10-02,Georgia,South,Raspberries,52957.19,14845.86,4
2023-10-02,Georgia,South,Blackberries,73300.2,16275.61,9
2023-10-02,Michigan,Midwest,Strawberries,249476.84,96080.39,8
2023-10-02,Michigan,Midwest,Blueberries,36743.77,8273.98,4
2023-10-02,Michigan,Midwest,Raspberries,200251.58,73033.99,13
2023-10-02,Michigan,Midwest,Blackberries,108706.84,19365.2,7
2023-10-02,New Jersey,Northeast,Strawberries,92529.96,15540.8,8
2023-10-02,New Jersey,Northeast,Blueberries,70473.74,16010.1,18
2023-10-02,New Jersey,Northeast,Raspberries,55851.4,18975.18,4
2023-10-02,New Jersey,Northeast,Blackberries,93040.75,18458.74,12
2023-10-02,North Carolina,South,Strawberries,95843.71,27307.82,5
2023-10-02,North Carolina,South,Blueberries,106596.47,25333.51,4
2023-10-02,North Carolina,South,Raspberries,190170.6,19071.57,11
2023-10-02,North Carolina,South,Blackberries,100578.62,12003.39,17
2023-10-02,Texas,South,Strawberries,147461.85,57896.88,7
2023-10-02,Texas,South,Blueberries,235631.9,30700.08,15
2023-10-02,Texas,South,Raspberries,42593.25,10637.76,4
2023-10-02,Texas,South,Blackberries,155029.97,19199.47,14
2023-10-02,New York,Northeast,Strawberries,589775.8,96409.96,10
2023-10-02,New York,Northeast,Blueberries,35713.71,8660.32,8
2023-10-02,New York,Northeast,Raspberries,21491.95,4533.55,7
2023-10-02,New York,Northeast,Blackberries,173912.73,52745.69,8
2023-10-02,Illinois,Midwest,Strawberries,124937.23,13983.77,13
2023-10-02,Illinois,Midwest,Blueberries,196732.92,23771.17,17
2023-10-02,Illinois,Midwest,Raspberries,38361.63,7655.65,10
2023-10-02,Illinois,Midwest,Blackberries,37184.07,4993.91,10
2023-10-02,Arizona,West,Strawberries,245314.57,78626.8,19
2023-10-02,Arizona,West,Blueberries,45127.75,9207.16,9
2023-10-02,Arizona,West,Raspberries,161071.97,35213.42,13
2023-10-02,Arizona,West,Blackberries,41858.77,7204.64,16
2023-10-02,Pennsylvania,Northeast,Strawberries,594640.07,79447.98,1
2023-10-02,Pennsylvania,Northeast,Blueberries,59408.55,23680.88,9
2023-10-02,Pennsylvania,Northeast,Raspberries,163722.07,35833.83,3
2023-10-02,Pennsylvania,Northeast,Blackberries,29886.94,5645.5,7
2023-10-02,Ohio,Midwest,Strawberries,89473.69,34603.08,17
2023-10-02,Ohio,Midwest,Blueberries,53202.37,10306.18,11
2023-10-02,Ohio,Midwest,Raspberries,135139.84,45012.44,13
2023-10-02,Ohio,Midwest,Blackberries,125578.81,22060.51,6
2023-10-02,Colorado,West,Strawberries,91483.67,34446.04,6
2023-10-02,Colorado,West,Blueberries,117856.12,35424.93,12
2023-10-02,Colorado,West,Raspberries,35749.55,3985.1,15
2023-10-02,Colorado,West,Blackberries,102525.36,38875.51,9
2023-10-02,Wisconsin,Midwest,Strawberries,124536.43,13362.06,4
2023-10-02,Wisconsin,Midwest,Blueberries,50960.73,6497.1,5
2023-10-02,Wisconsin,Midwest,Raspberries,493591.02,194015.05,13
