Date,State,Region,Category,Sales,Profit,Orders,Company
2023-07-08,Texas,South,Blackberries,148916.82,29187.3,13,Berry Fresh
2023-07-08,New York,Northeast,Strawberries,178388.97,24167.46,7,Sweet Darling
2023-07-08,New York,Northeast,Blueberries,477065.23,61296.07,17,True Blue Farms
2023-07-08,New York,Northeast,Raspberries,63909.7,10014.44,8,Wish Farms
2023-07-08,New York,Northeast,Blackberries,140705.59,44013.18,2,North Bay Produce
2023-07-08,Illinois,Midwest,Strawberries,284395.58,80583.7,18,Naturipe Farms
2023-07-08,Illinois,Midwest,Blueberries,534946.55,196995.53,11,Sun Belle
2023-07-08,Illinois,Midwest,Raspberries,99478.17,27419.36,14,Wish Farms
2023-07-08,Illinois,Midwest,Blackberries,65144.22,23247.96,5,Driscoll’s
2023-07-08,Arizona,West,Strawberries,41800.72,9819.85,3,Well•Pict
2023-07-08,Arizona,West,Blueberries,169257.4,43483.56,9,Family Tree Farms
2023-07-08,Arizona,West,Raspberries,54821.91,7169.04,3,Berry Fresh
2023-07-08,Arizona,West,Blackberries,141021.3,36910.43,10,Wish Farms
2023-07-08,Pennsylvania,Northeast,Strawberries,179720.46,22440.01,15,Berry Fresh
2023-07-08,Pennsylvania,Northeast,Blueberries,59821.41,21371.88,8,Family Tree Farms
2023-07-08,Pennsylvania,Northeast,Raspberries,39810.31,13121.21,6,Pacific Berry Co.
2023-07-08,Pennsylvania,Northeast,Blackberries,326497.88,93548.11,3,Oregon Berry Packing
2023-07-08,Ohio,Midwest,Strawberries,186465.67,52253.28,7,Wish Farms
2023-07-08,Ohio,Midwest,Blueberries,57460.19,16066.66,7,Sun Belle
2023-07-08,Ohio,Midwest,Raspberries,150481.34,43340.09,3,Ocean Spray
2023-07-08,Ohio,Midwest,Blackberries,55662.62,9786.46,15,Ruby Fresh
2023-07-08,Colorado,West,Strawberries,180465.42,27175.21,13,Sweet Darling
2023-07-08,Colorado,West,Blueberries,86327.06,10446.76,8,Blueberry Hill Farms
2023-07-08,Colorado,West,Raspberries,150443.62,19883.39,18,Well•Pict
2023-07-08,Colorado,West,Blackberries,298492.31,38484.84,5,Oregon Berry Packing
2023-07-08,Wisconsin,Midwest,Strawberries,95970.2,16646.7,4,Berry Fresh
2023-07-08,Wisconsin,Midwest,Blueberries,175402.27,35413.1,8,North Bay Produce
2023-07-08,Wisconsin,Midwest,Raspberries,246071.3,84210.3,6,Berry Fresh
2023-07-08,Wisconsin,Midwest,Blackberries,271182.17,32235.45,5,Berry Fresh
2023-07-09,California,West,Strawberries,50459.37,17210.44,10,Ocean Spray
2023-07-09,California,West,Blueberries,110467.16,12962.85,10,True Blue Farms
2023-07-09,California,West,Raspberries,54576.46,6201.3,18,Well•Pict
2023-07-09,California,West,Blackberries,59681.3,16906.03,13,Ocean Spray
2023-07-09,Florida,South,Strawberries,142543.56,50047.27,2,Dole
2023-07-09,Florida,South,Blueberries,112735.46,35928.73,4,Berry Fresh
2023-07-09,Florida,South,Raspberries,57037.7,9179.37,5,Pacific Berry Co.
2023-07-09,Florida,South,Blackberries,59494.79,14621.32,12,BerrySmart
2023-07-09,Oregon,West,Strawberries,107805.11,41322.06,4,California Giant
2023-07-09,Oregon,West,Blueberries,76588.44,26621.69,1,Munger Farms
2023-07-09,Oregon,West,Raspberries,12551.99,1674.84,13,Pacific Berry Co.
2023-07-09,Oregon,West,Blackberries,29622.89,11035.55,2,Oregon Berry Packing
2023-07-09,Washington,West,Strawberries,163756.33,18673.92,4,Berry Fresh
2023-07-09,Washington,West,Blueberries,107594.14,29465.82,12,Munger Farms
2023-07-09,Washington,West,Raspberries,46625.06,12995.35,3,Sun Belle
2023-07-09,Washington,West,Blackberries,724515.35,219981.4,16,Sweet Darling
2023-07-09,Georgia,South,Strawberries,77167.16,30120.32,4,Santa Cruz Berry
2023-07-09,Georgia,South,Blueberries,77599.92,24670.32,4,Wish Farms
2023-07-09,Georgia,South,Raspberries,233800.41,42265.15,7,Sun Belle
2023-07-09,Georgia,South,Blackberries,17451.21,3533.71,4,BerrySmart
2023-07-09,Michigan,Midwest,Strawberries,503256.47,179244.96,13,Dole
2023-07-09,Michigan,Midwest,Blueberries,362067.73,40872.19,11,Naturipe Farms
2023-07-09,Michigan,Midwest,Raspberries,110338.15,23333.92,13,BerrySmart
2023-07-09,Michigan,Midwest,Blackberries,202796.87,44873.33,3,Driscoll’s
2023-07-09,New Jersey,Northeast,Strawberries,478915.39,105140.48,14,Driscoll’s
2023-07-09,New Jersey,Northeast,Blueberries,89819.69,29813.94,10,True Blue Farms
2023-07-09,New Jersey,Northeast,Raspberries,150663.92,44390.99,6,BerrySmart
2023-07-09,New Jersey,Northeast,Blackberries,336513.47,96717.86,9,North Bay Produce
2023-07-09,North Carolina,South,Strawberries,123908.79,18200.79,7,Dole
2023-07-09,North Carolina,South,Blueberries,155200.68,36779.1,10,Wish Farms
2023-07-09,North Carolina,South,Raspberries,91850.35,19944.94,9,Coastal Berry Co.
2023-07-09,North Carolina,South,Blackberries,182865.25,23023.63,11,Wish Farms
2023-07-09,Texas,South,Strawberries,73673.53,15507.44,6,Red Blossom
2023-07-09,Texas,South,Blueberries,216294.08,77004.24,9,Dole
2023-07-09,Texas,South,Raspberries,76219.48,15416.06,17,BerrySmart
2023-07-09,Texas,South,Blackberries,202252.15,78542.7,4,North Bay Produce
2023-07-09,New York,Northeast,Strawberries,150257.44,24458.05,4,Valley Berry Co.
2023-07-09,New York,Northeast,Blueberries,46334.55,5491.31,8,Hortifrut
2023-07-09,New York,Northeast,Raspberries,213179.77,40834.79,16,Berry Fresh
2023-07-09,New York,Northeast,Blackberries,71611.12,25498.11,9,Sun Belle
2023-07-09,Illinois,Midwest,Strawberries,79099.61,19100.65,12,Berry Fresh
2023-07-09,Illinois,Midwest,Blueberries,348369.26,103906.45,7,Sun Belle
2023-07-09,Illinois,Midwest,Raspberries,161112.96,47253.67,5,Naturipe Farms
2023-07-09,Illinois,Midwest,Blackberries,63839.97,19185.46,5,Ocean Spray
2023-07-09,Arizona,West,Strawberries,356051.3,72414.71,4,Ocean Spray
2023-07-09,Arizona,West,Blueberries,54935.01,12122.51,14,Munger Farms
2023-07-09,Arizona,West,Raspberries,101428.14,10372.16,4,Pacific Berry Co.
2023-07-09,Arizona,West,Blackberries,38376.91,4553.07,11,Hortifrut
2023-07-09,Pennsylvania,Northeast,Strawberries,251034.66,82527.76,5,Berry Fresh
2023-07-09,Pennsylvania,Northeast,Blueberries,97070.27,11047.68,11,California Giant
2023-07-09,Pennsylvania,Northeast,Raspberries,70526.19,14764.12,2,Red Blossom
2023-07-09,Pennsylvania,Northeast,Blackberries,95872.51,28889.86,11,Sweet Darling
2023-07-09,Ohio,Midwest,Strawberries,75951.53,9099.17,8,Naturipe Farms
2023-07-09,Ohio,Midwest,Blueberries,555906.31,192734.34,3,Family Tree Farms
2023-07-09,Ohio,Midwest,Raspberries,231942.76,80644.1,0,BerrySmart
2023-07-09,Ohio,Midwest,Blackberries,67149.5,24154.87,5,Sweet Darling
2023-07-09,Colorado,West,Strawberries,120507.51,47864.38,14,Dole
2023-07-09,Colorado,West,Blueberries,192533.09,37255.93,7,California Giant
2023-07-09,Colorado,West,Raspberries,106778.84,24529.2,8,Coastal Berry Co.
2023-07-09,Colorado,West,Blackberries,32421.55,5197.43,3,Valley Pride
2023-07-09,Wisconsin,Midwest,Strawberries,50053.5,15768.22,11,Sweet Darling
2023-07-09,Wisconsin,Midwest,Blueberries,209810.69,22941.13,10,Munger Farms
2023-07-09,Wisconsin,Midwest,Raspberries,139603.08,33503.76,9,Plant City Berries
2023-07-09,Wisconsin,Midwest,Blackberries,80188.28,30250.29,4,Ocean Spray
2023-07-10,California,West,Strawberries,62855.7,6568.18,3,Sweet Darling
2023-07-10,California,West,Blueberries,433932.2,76184.37,5,Family Tree Farms
2023-07-10,California,West,Raspberries,89318.32,32819.08,7,HBF International
2023-07-10,California,West,Blackberries,107068.3,17893.62,4,Naturipe Farms
2023-07-10,Florida,South,Strawberries,104061.69,20680.44,11,Wish Farms
2023-07-10,Florida,South,Blueberries,127545.29,33624.45,11,Dole
2023-07-10,Florida,South,Raspberries,150456.06,53421.49,9,Sun Belle
2023-07-10,Florida,South,Blackberries,238423.65,74601.09,1,Wish Farms
2023-07-10,Oregon,West,Strawberries,99561.83,27445.43,6,Santa Cruz Berry
2023-07-10,Oregon,West,Blueberries,77006.44,12189.81,21,California Giant
2023-07-10,Oregon,West,Raspberries,422787.95,133975.14,9,Berry Fresh
2023-07-10,Oregon,West,Blackberries,203118.87,55049.44,17,Oregon Berry Packing
2023-07-10,Washington,West,Strawberries,115096.41,37819.93,15,Sun Belle
2023-07-10,Washington,West,Blueberries,43386.48,14354.28,4,North Bay Produce
2023-07-10,Washington,West,Raspberries,313391.54,58804.96,13,California Giant
2023-07-10,Washington,West,Blackberries,100818.78,17812.23,5,Naturipe Farms
2023-07-10,Georgia,South,Strawberries,69193.03,23499.28,11,Wish Farms
2023-07-10,Georgia,South,Blueberries,37170.18,8368.69,10,Michigan Blueberry Growers
2023-07-10,Georgia,South,Raspberries,91953.17,27811.89,8,Well•Pict
2023-07-10,Georgia,South,Blackberries,10160.49,2390.97,6,BerrySmart
2023-07-10,Michigan,Midwest,Strawberries,51080.33,19977.08,3,Berry World
2023-07-10,Michigan,Midwest,Blueberries,217639.57,65768.84,13,Sun Belle
2023-07-10,Michigan,Midwest,Raspberries,96008.01,23565.93,4,Ocean Spray
2023-07-10,Michigan,Midwest,Blackberries,27457.16,5282.55,8,Ruby Fresh
2023-07-10,New Jersey,Northeast,Strawberries,112285.91,18036.45,0,Plant City Berries
2023-07-10,New Jersey,Northeast,Blueberries,43339.56,11075.53,16,Hortifrut
2023-07-10,New Jersey,Northeast,Raspberries,311794.83,43040.34,11,Well•Pict
2023-07-10,New Jersey,Northeast,Blackberries,603862.37,140289.32,10,Naturipe Farms
2023-07-10,North Carolina,South,Strawberries,68693.31,8265.65,13,Dole
2023-07-10,North Carolina,South,Blueberries,184619.38,31428.04,12,Family Tree Farms
2023-07-10,North Carolina,South,Raspberries,235398.04,28347.23,18,Wish Farms
2023-07-10,North Carolina,South,Blackberries,71100.86,21747.72,5,Berry Fresh
2023-07-10,Texas,South,Strawberries,318000.54,54703.25,3,Sweet Darling
2023-07-10,Texas,South,Blueberries,687971.75,126431.11,4,Berry Fresh
2023-07-10,Texas,South,Raspberries,108288.41,13485.12,14,BerrySmart
2023-07-10,Texas,South,Blackberries,88183.95,31212.22,14,Wish Farms
2023-07-10,New York,Northeast,Strawberries,52440.09,13731.25,17,Plant City Berries
2023-07-10,New York,Northeast,Blueberries,829236.65,166037.6,4,Naturipe Farms
2023-07-10,New York,Northeast,Raspberries,690548.56,116421.19,12,Sun Belle
2023-07-10,New York,Northeast,Blackberries,315726.81,99151.39,10,Naturipe Farms
2023-07-10,Illinois,Midwest,Strawberries,45058.41,13092.33,9,Red Blossom
2023-07-10,Illinois,Midwest,Blueberries,48842.47,16149.12,4,Wish Farms
2023-07-10,Illinois,Midwest,Raspberries,458194.66,47272.07,4,Red Blossom
2023-07-10,Illinois,Midwest,Blackberries,98440.78,33313.73,7,BerrySmart
2023-07-10,Arizona,West,Strawberries,144036.81,55131.81,4,Sun Belle
2023-07-10,Arizona,West,Blueberries,109169.74,24824.08,2,Michigan Blueberry Growers
2023-07-10,Arizona,West,Raspberries,186422.77,74024.88,7,Pacific Berry Co.
2023-07-10,Arizona,West,Blackberries,39170.25,11804.62,2,Pacific Berry Co.
2023-07-10,Pennsylvania,Northeast,Strawberries,98156.25,36278.79,9,Berry World
2023-07-10,Pennsylvania,Northeast,Blueberries,132668.11,27245.22,11,Blueberry Hill Farms
2023-07-10,Pennsylvania,Northeast,Raspberries,79876.22,26059.3,7,HBF International
2023-07-10,Pennsylvania,Northeast,Blackberries,204243.83,66120.08,7,Driscoll’s
2023-07-10,Ohio,Midwest,Strawberries,474018.48,180710.44,13,California Giant
2023-07-10,Ohio,Midwest,Blueberries,641501.82,185968.09,12,True Blue Farms
2023-07-10,Ohio,Midwest,Raspberries,313995.93,34498.09,15,Driscoll’s
2023-07-10,Ohio,Midwest,Blackberries,27496.82,3284.55,7,HBF International
2023-07-10,Colorado,West,Strawberries,84465.6,25544.97,1,Sun Belle
2023-07-10,Colorado,West,Blueberries,63746.85,19400.4,7,Blueberry Hill Farms
2023-07-10,Colorado,West,Raspberries,150150.42,35617.31,11,Ruby Fresh
2023-07-10,Colorado,West,Blackberries,130796.81,13810.96,7,Ruby Fresh
2023-07-10,Wisconsin,Midwest,Strawberries,508270.29,167212.07,9,Driscoll’s
2023-07-10,Wisconsin,Midwest,Blueberries,100939.91,26206.8,4,Family Tree Farms
2023-07-10,Wisconsin,Midwest,Raspberries,115185.4,13687.46,2,Pacific Berry Co.
2023-07-10,Wisconsin,Midwest,Blackberries,128574.09,14506.24,18,Ocean Spray
2023-07-11,California,West,Strawberries,17291.79,5070.57,8,Berry Fresh
2023-07-11,California,West,Blueberries,132652.1,47912.72,8,Hortifrut
2023-07-11,California,West,Raspberries,229345.8,43674.78,12,Red Blossom
2023-07-11,California,West,Blackberries,40115.64,14583.7,3,Ocean Spray
2023-07-11,Florida,South,Strawberries,262835.71,89382.08,8,Driscoll’s
2023-07-11,Florida,South,Blueberries,560220.4,217811.14,14,North Bay Produce
2023-07-11,Florida,South,Raspberries,189431.4,65509.43,15,Ruby Fresh
2023-07-11,Florida,South,Blackberries,51057.78,17030.26,10,Naturipe Farms
2023-07-11,Oregon,West,Strawberries,150978.52,20046.61,11,Valley Berry Co.
2023-07-11,Oregon,West,Blueberries,80417.27,32088.99,4,Berry Fresh
2023-07-11,Oregon,West,Raspberries,42612.26,8821.22,4,Ocean Spray
2023-07-11,Oregon,West,Blackberries,70907.1,23237.1,11,Sun Belle
2023-07-11,Washington,West,Strawberries,74103.69,18624.31,9,Valley Berry Co.
2023-07-11,Washington,West,Blueberries,58345.36,17610.06,2,Naturipe Farms
2023-07-11,Washington,West,Raspberries,115337.6,12445.84,4,California Giant
2023-07-11,Washington,West,Blackberries,71385.68,24869.24,8,Berry Fresh
2023-07-11,Georgia,South,Strawberries,433457.05,75155.57,8,Valley Berry Co.
2023-07-11,Georgia,South,Blueberries,120791.96,41126.43,12,California Giant
2023-07-11,Georgia,South,Raspberries,60552.0,22047.49,9,Ruby Fresh
2023-07-11,Georgia,South,Blackberries,172215.82,26978.65,5,BerrySmart
2023-07-11,Michigan,Midwest,Strawberries,57228.99,14615.75,12,Valley Berry Co.
2023-07-11,Michigan,Midwest,Blueberries,590456.63,160281.75,11,Sun Belle
2023-07-11,Michigan,Midwest,Raspberries,111565.54,44370.27,3,Berry Fresh
2023-07-11,Michigan,Midwest,Blackberries,55861.25,6381.93,6,Ocean Spray
2023-07-11,New Jersey,Northeast,Strawberries,101242.5,32462.71,11,Well•Pict
2023-07-11,New Jersey,Northeast,Blueberries,50093.37,16924.66,4,True Blue Farms
2023-07-11,New Jersey,Northeast,Raspberries,107917.84,23433.85,14,Pacific Berry Co.
2023-07-11,New Jersey,Northeast,Blackberries,101727.26,39650.98,6,Driscoll’s
2023-07-11,North Carolina,South,Strawberries,46875.19,18558.52,22,Berry World
2023-07-11,North Carolina,South,Blueberries,152451.85,23388.76,7,Berry Fresh
2023-07-11,North Carolina,South,Raspberries,105422.97,27754.67,3,BerrySmart
2023-07-11,North Carolina,South,Blackberries,66721.02,16946.72,17,HBF International
2023-07-11,Texas,South,Strawberries,298080.23,68972.48,6,Plant City Berries
2023-07-11,Texas,South,Blueberries,30708.04,5531.7,5,Michigan Blueberry Growers
2023-07-11,Texas,South,Raspberries,115267.14,30089.91,6,Driscoll’s
2023-07-11,Texas,South,Blackberries,106125.1,38459.76,4,Ocean Spray
2023-07-11,New York,Northeast,Strawberries,129341.8,32618.83,7,Driscoll’s
2023-07-11,New York,Northeast,Blueberries,129549.9,48251.67,4,Michigan Blueberry Growers
2023-07-11,New York,Northeast,Raspberries,325672.24,100278.04,17,Sun Belle
2023-07-11,New York,Northeast,Blackberries,213631.87,72862.2,5,Sun Belle
2023-07-11,Illinois,Midwest,Strawberries,168868.31,55569.66,7,Berry Fresh
2023-07-11,Illinois,Midwest,Blueberries,258715.9,63426.23,1,Munger Farms
2023-07-11,Illinois,Midwest,Raspberries,265547.29,83554.99,9,Driscoll’s
2023-07-11,Illinois,Midwest,Blackberries,33789.22,10997.2,5,Wish Farms
2023-07-11,Arizona,West,Strawberries,248159.97,25412.99,11,Wish Farms
2023-07-11,Arizona,West,Blueberries,175608.51,66020.36,9,California Giant
2023-07-11,Arizona,West,Raspberries,114869.17,29318.13,1,Ruby Fresh
2023-07-11,Arizona,West,Blackberries,81297.3,16172.98,7,North Bay Produce
2023-07-11,Pennsylvania,Northeast,Strawberries,139416.8,35924.62,1,Berry World
2023-07-11,Pennsylvania,Northeast,Blueberries,157134.02,34533.42,3,Wish Farms
2023-07-11,Pennsylvania,Northeast,Raspberries,130689.53,13784.51,3,Ocean Spray
2023-07-11,Pennsylvania,Northeast,Blackberries,146267.16,28206.92,12,Ruby Fresh
2023-07-11,Ohio,Midwest,Strawberries,28951.31,10653.45,3,Sweet Darling
2023-07-11,Ohio,Midwest,Blueberries,202963.64,50068.81,5,Michigan Blueberry Growers
2023-07-11,Ohio,Midwest,Raspberries,171168.48,42131.04,10,Well•Pict
2023-07-11,Ohio,Midwest,Blackberries,117191.11,44848.86,10,Oregon Berry Packing
2023-07-11,Colorado,West,Strawberries,223201.54,88144.93,10,Berry Fresh
2023-07-11,Colorado,West,Blueberries,161070.32,21632.67,5,Naturipe Farms
2023-07-11,Colorado,West,Raspberries,134898.04,15742.98,9,Well•Pict
2023-07-11,Colorado,West,Blackberries,178740.05,46122.56,15,Ruby Fresh
2023-07-11,Wisconsin,Midwest,Strawberries,73780.45,9544.46,4,Dole
2023-07-11,Wisconsin,Midwest,Blueberries,1269518.11,384153.49,5,Hortifrut
2023-07-11,Wisconsin,Midwest,Raspberries,402778.82,65062.73,7,Wish Farms
2023-07-11,Wisconsin,Midwest,Blackberries,34341.62,6303.79,14,Sweet Darling
2023-07-12,California,West,Strawberries,338991.98,43426.46,9,Sweet Darling
2023-07-12,California,West,Blueberries,75679.43,13483.37,12,North Bay Produce
2023-07-12,California,West,Raspberries,52750.96,15166.12,11,Berry Fresh
2023-07-12,California,West,Blackberries,196027.6,72226.79,13,Naturipe Farms
2023-07-12,Florida,South,Strawberries,176600.68,32916.81,12,Santa Cruz Berry
2023-07-12,Florida,South,Blueberries,111423.48,20248.0,7,Dole
2023-07-12,Florida,South,Raspberries,24989.62,3946.07,14,Well•Pict
2023-07-12,Florida,South,Blackberries,37472.27,7795.56,5,Naturipe Farms
2023-07-12,Oregon,West,Strawberries,425894.0,167734.33,16,Wish Farms
2023-07-12,Oregon,West,Blueberries,205357.2,27836.94,8,Hortifrut
2023-07-12,Oregon,West,Raspberries,441375.67,54343.17,8,Plant City Berries
2023-07-12,Oregon,West,Blackberries,73233.92,23496.64,7,Sun Belle
2023-07-12,Washington,West,Strawberries,75440.46,13488.05,11,Sweet Darling
2023-07-12,Washington,West,Blueberries,34800.92,6022.45,7,Hortifrut
2023-07-12,Washington,West,Raspberries,81729.02,23947.27,9,Sun Belle
2023-07-12,Washington,West,Blackberries,194475.15,61853.95,8,Sun Belle
2023-07-12,Georgia,South,Strawberries,255501.29,30876.33,2,Plant City Berries
2023-07-12,Georgia,South,Blueberries,184698.89,21413.84,5,Michigan Blueberry Growers
2023-07-12,Georgia,South,Raspberries,135978.55,33650.77,17,Wish Farms
2023-07-12,Georgia,South,Blackberries,64285.76,12436.2,10,Wish Farms
2023-07-12,Michigan,Midwest,Strawberries,547888.39,185223.13,3,Valley Berry Co.
2023-07-12,Michigan,Midwest,Blueberries,70923.96,12142.46,10,California Giant
2023-07-12,Michigan,Midwest,Raspberries,76990.75,12375.53,1,Coastal Berry Co.
2023-07-12,Michigan,Midwest,Blackberries,138698.43,21877.36,10,Sun Belle
2023-07-12,New Jersey,Northeast,Strawberries,291500.22,110813.11,14,Red Blossom
2023-07-12,New Jersey,Northeast,Blueberries,262622.34,33807.53,4,Michigan Blueberry Growers
2023-07-12,New Jersey,Northeast,Raspberries,62930.4,18760.83,14,Ocean Spray
2023-07-12,New Jersey,Northeast,Blackberries,44129.78,15463.19,16,BerrySmart
2023-07-12,North Carolina,South,Strawberries,22748.99,3736.5,10,Berry Fresh
2023-07-12,North Carolina,South,Blueberries,91781.94,28507.1,4,Dole
2023-07-12,North Carolina,South,Raspberries,222814.95,78159.24,4,Pacific Berry Co.
2023-07-12,North Carolina,South,Blackberries,35372.79,6344.34,15,Ocean Spray
2023-07-12,Texas,South,Strawberries,312858.34,114546.88,3,Santa Cruz Berry
2023-07-12,Texas,South,Blueberries,141178.02,54269.93,2,Dole
2023-07-12,Texas,South,Raspberries,271324.17,55820.4,7,Naturipe Farms
2023-07-12,Texas,South,Blackberries,154723.46,43784.22,6,Wish Farms
2023-07-12,New York,Northeast,Strawberries,209140.58,57127.71,10,Well•Pict
2023-07-12,New York,Northeast,Blueberries,1219163.22,419298.14,10,Sun Belle
2023-07-12,New York,Northeast,Raspberries,160359.99,21491.1,11,Naturipe Farms
2023-07-12,New York,Northeast,Blackberries,120433.89,45809.17,5,Pacific Berry Co.
2023-07-12,Illinois,Midwest,Strawberries,322690.64,38825.23,4,Naturipe Farms
2023-07-12,Illinois,Midwest,Blueberries,162290.12,16413.7,1,Michigan Blueberry Growers
2023-07-12,Illinois,Midwest,Raspberries,51273.28,14450.54,13,Pacific Berry Co.
2023-07-12,Illinois,Midwest,Blackberries,70963.93,21069.79,7,Berry Fresh
2023-07-12,Arizona,West,Strawberries,105246.02,41614.67,5,Berry World
2023-07-12,Arizona,West,Blueberries,44443.54,9302.12,8,California Giant
2023-07-12,Arizona,West,Raspberries,48663.86,15219.1,13,Berry Fresh
2023-07-12,Arizona,West,Blackberries,47625.37,17596.02,15,North Bay Produce
2023-07-12,Pennsylvania,Northeast,Strawberries,1075293.8,309066.44,12,Driscoll’s
2023-07-12,Pennsylvania,Northeast,Blueberries,96843.09,29803.66,17,True Blue Farms
2023-07-12,Pennsylvania,Northeast,Raspberries,386118.73,93083.91,5,Naturipe Farms
2023-07-12,Pennsylvania,Northeast,Blackberries,43750.49,12412.83,11,Valley Pride
2023-07-12,Ohio,Midwest,Strawberries,70664.93,22185.78,6,Naturipe Farms
2023-07-12,Ohio,Midwest,Blueberries,174303.13,60928.8,2,Naturipe Farms
2023-07-12,Ohio,Midwest,Raspberries,238228.82,82798.65,4,Coastal Berry Co.
2023-07-12,Ohio,Midwest,Blackberries,283228.76,81035.28,6,Driscoll’s
2023-07-12,Colorado,West,Strawberries,211691.14,64789.56,4,Red Blossom
2023-07-12,Colorado,West,Blueberries,121865.41,16026.8,17,Valley Pride
2023-07-12,Colorado,West,Raspberries,66967.88,22418.61,16,Ocean Spray
2023-07-12,Colorado,West,Blackberries,448452.53,129132.66,4,Ocean Spray
2023-07-12,Wisconsin,Midwest,Strawberries,111547.09,27148.68,2,California Giant
2023-07-12,Wisconsin,Midwest,Blueberries,206508.13,27970.97,3,Wish Farms
2023-07-12,Wisconsin,Midwest,Raspberries,124757.72,25859.06,3,Driscoll’s
2023-07-12,Wisconsin,Midwest,Blackberries,132918.28,46784.57,15,Oregon Berry Packing
2023-07-13,California,West,Strawberries,597606.06,194704.4,4,Valley Berry Co.
2023-07-13,California,West,Blueberries,163198.61,38512.47,8,Family Tree Farms
2023-07-13,California,West,Raspberries,75671.24,18360.1,9,BerrySmart
2023-07-13,California,West,Blackberries,379877.34,138080.37,16,Sun Belle
2023-07-13,Florida,South,Strawberries,971296.24,318422.75,17,Berry Fresh
2023-07-13,Florida,South,Blueberries,598286.63,132546.04,13,Family Tree Farms
2023-07-13,Florida,South,Raspberries,480363.25,139106.16,11,Well•Pict
2023-07-13,Florida,South,Blackberries,107105.78,31417.63,7,Pacific Berry Co.
2023-07-13,Oregon,West,Strawberries,86235.31,24655.63,6,Berry Fresh
2023-07-13,Oregon,West,Blueberries,205610.1,25844.76,13,Berry Fresh
2023-07-13,Oregon,West,Raspberries,143107.62,47021.97,4,Ruby Fresh
2023-07-13,Oregon,West,Blackberries,68228.05,12679.84,2,Oregon Berry Packing
2023-07-13,Washington,West,Strawberries,93501.65,24903.48,6,Sun Belle
2023-07-13,Washington,West,Blueberries,66155.43,25006.38,4,Dole
2023-07-13,Washington,West,Raspberries,76196.0,8109.86,15,Berry Fresh
2023-07-13,Washington,West,Blackberries,162620.55,63263.3,11,Naturipe Farms
2023-07-13,Georgia,South,Strawberries,187698.04,43271.09,14,Plant City Berries
2023-07-13,Georgia,South,Blueberries,46320.74,7965.16,3,Hortifrut
2023-07-13,Georgia,South,Raspberries,376071.03,49253.14,12,Pacific Berry Co.
2023-07-13,Georgia,South,Blackberries,76571.46,13426.38,11,Wish Farms
2023-07-13,Michigan,Midwest,Strawberries,398359.67,65848.81,7,Sweet Darling
2023-07-13,Michigan,Midwest,Blueberries,165040.2,30637.91,14,Berry Fresh
2023-07-13,Michigan,Midwest,Raspberries,93121.73,25971.85,10,Coastal Berry Co.
2023-07-13,Michigan,Midwest,Blackberries,43313.69,5019.45,13,Pacific Berry Co.
2023-07-13,New Jersey,Northeast,Strawberries,34757.46,11911.54,3,Driscoll’s
2023-07-13,New Jersey,Northeast,Blueberries,89101.97,13301.1,9,Michigan Blueberry Growers
2023-07-13,New Jersey,Northeast,Raspberries,43461.22,10718.04,12,California Giant
2023-07-13,New Jersey,Northeast,Blackberries,77441.2,11006.7,13,Sun Belle
2023-07-13,North Carolina,South,Strawberries,183169.41,37304.01,6,Sweet Darling
2023-07-13,North Carolina,South,Blueberries,613759.5,100510.91,7,Dole
2023-07-13,North Carolina,South,Raspberries,306999.79,46424.22,3,Sun Belle
2023-07-13,North Carolina,South,Blackberries,83133.12,32539.25,4,Sun Belle
2023-07-13,Texas,South,Strawberries,1692401.91,609650.8,17,Santa Cruz Berry
2023-07-13,Texas,South,Blueberries,113991.39,33369.58,18,Hortifrut
2023-07-13,Texas,South,Raspberries,74643.66,14082.64,6,Driscoll’s
2023-07-13,Texas,South,Blackberries,49056.13,9513.87,6,Wish Farms
2023-07-13,New York,Northeast,Strawberries,219624.44,42525.12,9,California Giant
2023-07-13,New York,Northeast,Blueberries,203984.82,62288.28,1,Munger Farms
2023-07-13,New York,Northeast,Raspberries,190465.47,49414.99,6,Ruby Fresh
2023-07-13,New York,Northeast,Blackberries,13548.89,1697.02,7,Ocean Spray
2023-07-13,Illinois,Midwest,Strawberries,126128.25,26257.07,4,Plant City Berries
2023-07-13,Illinois,Midwest,Blueberries,189417.66,65381.26,4,Naturipe Farms
2023-07-13,Illinois,Midwest,Raspberries,346930.61,118964.68,6,Plant City Berries
2023-07-13,Illinois,Midwest,Blackberries,116349.37,13734.6,5,Oregon Berry Packing
2023-07-13,Arizona,West,Strawberries,166230.93,55331.19,16,Plant City Berries
2023-07-13,Arizona,West,Blueberries,262710.45,74806.03,9,Munger Farms
2023-07-13,Arizona,West,Raspberries,58006.12,17674.34,11,Pacific Berry Co.
2023-07-13,Arizona,West,Blackberries,166202.51,39883.9,11,Naturipe Farms
2023-07-13,Pennsylvania,Northeast,Strawberries,68372.25,16380.64,12,Red Blossom
2023-07-13,Pennsylvania,Northeast,Blueberries,715546.72,171382.18,12,Naturipe Farms
2023-07-13,Pennsylvania,Northeast,Raspberries,63725.54,24451.9,10,Ocean Spray
2023-07-13,Pennsylvania,Northeast,Blackberries,400807.35,88438.62,4,Sun Belle
2023-07-13,Ohio,Midwest,Strawberries,278500.21,99858.12,4,Wish Farms
